YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,CONFIRMED_UNITS,GRAFFITI,SCORE,AGE
2020,1958,PRIVATE,31,5,84,62
2020,1950,PRIVATE,30,4,72,70
2020,1990,PRIVATE,10,5,72,30
2020,1965,PRIVATE,66,3,73,55
2020,1955,PRIVATE,11,5,73,65
2020,1958,PRIVATE,48,5,79,62
2020,1930,PRIVATE,21,5,75,90
2020,1955,PRIVATE,32,5,85,65
2020,1961,PRIVATE,58,5,79,59
2020,1990,PRIVATE,15,5,69,30
2020,1927,PRIVATE,21,2,88,93
2020,1925,PRIVATE,16,5,75,95
2020,1940,PRIVATE,21,5,74,80
2020,1953,PRIVATE,29,5,85,67
2020,1968,PRIVATE,32,5,76,52
2020,1955,PRIVATE,31,5,85,65
2020,1960,PRIVATE,24,5,85,60
2020,1954,PRIVATE,44,5,80,66
2020,1971,PRIVATE,11,5,78,49
2020,1971,PRIVATE,11,5,75,49
2020,1971,PRIVATE,11,5,76,49
2020,1971,PRIVATE,11,5,75,49
2020,1971,PRIVATE,22,5,73,49
2020,1955,PRIVATE,31,5,83,65
2020,1960,PRIVATE,10,5,76,60
2020,1929,PRIVATE,39,5,95,91
2020,1965,PRIVATE,82,4,75,55
2020,1956,PRIVATE,12,4,71,64
2020,1952,PRIVATE,10,5,80,68
2020,1969,TCHC,246,3,67,51
2020,1960,PRIVATE,21,4,66,60
2020,1995,SOCIAL HOUSING,24,5,88,25
2020,1960,PRIVATE,10,5,88,60
2020,1960,PRIVATE,33,5,84,60
2020,1968,PRIVATE,40,5,70,52
2020,1950,PRIVATE,62,5,78,70
2020,1920,PRIVATE,15,5,80,100
2020,1950,PRIVATE,15,5,72,70
2020,1940,PRIVATE,15,5,73,80
2020,1935,PRIVATE,24,4,70,85
2020,1968,PRIVATE,427,5,81,52
2020,1928,PRIVATE,26,5,83,92
2020,1950,PRIVATE,14,5,83,70
2020,1950,PRIVATE,14,5,83,70
2020,1960,PRIVATE,28,5,81,60
2020,1960,PRIVATE,12,5,69,60
2020,1968,PRIVATE,291,5,87,52
2020,1968,PRIVATE,287,5,87,52
2020,1979,TCHC,275,4,72,41
2020,2003,SOCIAL HOUSING,20,4,77,17
2020,1910,PRIVATE,11,5,81,110
2020,1977,PRIVATE,40,5,73,43
2020,1940,PRIVATE,24,5,94,80
2020,1960,PRIVATE,21,5,70,60
2020,1968,TCHC,215,4,68,52
2020,1960,PRIVATE,10,5,74,60
2020,1954,PRIVATE,16,5,82,66
2020,1954,PRIVATE,16,5,80,66
2020,1950,PRIVATE,16,5,69,70
2020,1953,PRIVATE,16,5,78,67
2020,1960,PRIVATE,73,5,73,60
2020,1960,PRIVATE,130,5,68,60
2020,1968,TCHC,304,4,68,52
2020,1969,PRIVATE,29,5,71,51
2020,1972,PRIVATE,144,5,78,48
2020,1970,TCHC,31,5,69,50
2020,1970,TCHC,15,5,69,50
2020,1970,TCHC,20,5,66,50
2020,1969,TCHC,327,5,61,51
2020,1962,PRIVATE,100,5,79,58
2020,1980,SOCIAL HOUSING,32,5,81,40
2020,1980,SOCIAL HOUSING,135,5,87,40
2020,1977,PRIVATE,153,5,83,43
2020,1983,TCHC,150,5,75,37
2020,1987,SOCIAL HOUSING,50,5,79,33
2020,1989,SOCIAL HOUSING,200,5,86,31
2020,1976,PRIVATE,134,5,82,44
2020,1950,PRIVATE,40,5,83,70
2020,1958,PRIVATE,21,5,80,62
2020,1958,PRIVATE,20,5,80,62
2020,2007,SOCIAL HOUSING,25,5,83,13
2020,1959,PRIVATE,18,5,77,61
2020,1971,PRIVATE,39,5,86,49
2020,1957,PRIVATE,18,5,77,63
2020,1966,PRIVATE,106,5,69,54
2020,1918,PRIVATE,15,5,73,102
2020,1960,PRIVATE,81,4,71,60
2020,1960,PRIVATE,82,4,75,60
2020,1962,PRIVATE,30,5,81,58
2020,1960,PRIVATE,54,5,73,60
2020,1963,PRIVATE,141,5,81,57
2020,1950,PRIVATE,46,5,77,70
2020,1991,TCHC,212,5,80,29
2020,1952,PRIVATE,16,5,79,68
2020,1952,PRIVATE,16,5,76,68
2020,1952,PRIVATE,16,5,76,68
2020,1970,PRIVATE,172,4,74,50
2020,1968,PRIVATE,107,3,74,52
2020,1917,PRIVATE,32,5,72,103
2020,1965,PRIVATE,129,5,80,55
2020,1951,PRIVATE,22,4,79,69
2020,1968,PRIVATE,287,5,81,52
2020,1968,PRIVATE,17,5,89,52
2020,1952,PRIVATE,37,5,77,68
2020,1923,PRIVATE,37,3,77,97
2020,1952,PRIVATE,61,5,83,68
2020,1952,PRIVATE,110,5,84,68
2020,1928,PRIVATE,47,4,77,92
2020,1952,PRIVATE,75,5,84,68
2020,1880,PRIVATE,13,5,67,140
2020,1953,PRIVATE,14,5,72,67
2020,1973,PRIVATE,183,5,79,47
2020,1957,PRIVATE,97,5,76,63
2020,1977,PRIVATE,38,5,93,43
2020,1969,PRIVATE,90,5,77,51
2020,1960,PRIVATE,24,2,68,60
2020,1969,PRIVATE,312,4,79,51
2020,1958,PRIVATE,17,4,72,62
2020,1955,PRIVATE,130,5,76,65
2020,1960,PRIVATE,124,5,79,60
2020,1963,PRIVATE,265,5,82,57
2020,1951,PRIVATE,12,5,72,69
2020,1965,PRIVATE,41,5,63,55
2020,1954,PRIVATE,11,5,67,66
2020,1967,PRIVATE,45,5,65,53
2020,1952,PRIVATE,11,5,74,68
2020,1959,PRIVATE,39,5,72,61
2020,1956,PRIVATE,11,5,80,64
2020,1956,PRIVATE,11,5,80,64
2020,1967,PRIVATE,45,4,66,53
2020,1958,PRIVATE,79,5,80,62
2020,1958,PRIVATE,79,3,69,62
2020,1940,PRIVATE,67,5,73,80
2020,1952,PRIVATE,10,5,81,68
2020,1967,PRIVATE,118,5,68,53
2020,1964,PRIVATE,47,5,78,56
2020,1979,PRIVATE,47,3,76,41
2020,1958,PRIVATE,45,5,73,62
2020,1955,PRIVATE,44,5,82,65
2020,1957,PRIVATE,46,5,83,63
2020,1973,PRIVATE,375,5,82,47
2020,1969,PRIVATE,161,5,84,51
2020,1968,PRIVATE,193,5,79,52
2020,1960,PRIVATE,110,5,82,60
2020,2006,TCHC,54,5,61,14
2020,1972,PRIVATE,135,5,74,48
2020,1970,PRIVATE,25,5,74,50
2020,1968,PRIVATE,214,5,89,52
2020,1968,PRIVATE,214,5,91,52
2020,1955,PRIVATE,34,5,75,65
2020,1955,PRIVATE,33,5,75,65
2020,1958,PRIVATE,63,5,82,62
2020,1965,PRIVATE,88,5,78,55
2020,1971,PRIVATE,74,5,78,49
2020,1963,PRIVATE,108,4,82,57
2020,1971,PRIVATE,94,5,81,49
2020,1958,PRIVATE,110,4,79,62
2020,1958,PRIVATE,110,5,81,62
2020,1960,PRIVATE,118,5,79,60
2020,1953,PRIVATE,68,5,71,67
2020,1973,PRIVATE,370,4,87,47
2020,1972,PRIVATE,370,4,82,48
2020,1958,PRIVATE,11,5,81,62
2020,1958,PRIVATE,26,5,82,62
2020,2012,PRIVATE,210,5,91,8
2020,1970,PRIVATE,60,4,68,50
2020,1955,PRIVATE,12,5,71,65
2020,1972,PRIVATE,11,5,68,48
2020,1968,PRIVATE,144,5,75,52
2020,1975,PRIVATE,198,5,69,45
2020,1955,PRIVATE,11,5,78,65
2020,1960,PRIVATE,11,5,83,60
2020,1954,PRIVATE,63,5,90,66
2020,1955,PRIVATE,34,5,80,65
2020,1960,PRIVATE,62,5,87,60
2020,1971,PRIVATE,156,4,71,49
2020,1950,PRIVATE,11,5,70,70
2020,1959,PRIVATE,61,5,72,61
2020,1955,PRIVATE,23,5,83,65
2020,1957,PRIVATE,47,5,81,63
2020,1926,PRIVATE,41,5,84,94
2020,1968,PRIVATE,96,3,74,52
2020,2004,PRIVATE,62,5,86,16
2020,1978,TCHC,131,3,74,42
2020,1962,PRIVATE,23,5,80,58
2020,1955,PRIVATE,35,5,68,65
2020,1948,PRIVATE,22,5,69,72
2020,1949,PRIVATE,39,5,79,71
2020,1954,PRIVATE,19,4,64,66
2020,1963,PRIVATE,128,5,81,57
2020,1960,PRIVATE,71,4,70,60
2020,1973,TCHC,301,5,67,47
2020,1968,PRIVATE,304,4,70,52
2020,1968,PRIVATE,188,3,67,52
2020,1970,TCHC,340,5,67,50
2020,1956,PRIVATE,28,5,81,64
2020,1927,PRIVATE,35,3,73,93
2020,1959,PRIVATE,10,5,84,61
2020,1974,PRIVATE,154,5,74,46
2020,1970,PRIVATE,153,5,68,50
2020,1967,PRIVATE,245,2,65,53
2020,1967,PRIVATE,246,3,72,53
2020,2001,TCHC,167,3,84,19
2020,1959,PRIVATE,87,4,75,61
2020,1970,TCHC,238,5,76,50
2020,1974,PRIVATE,131,5,74,46
2020,1959,PRIVATE,10,5,71,61
2020,1961,PRIVATE,10,3,78,59
2020,1969,TCHC,60,3,71,51
2020,1969,TCHC,60,3,72,51
2020,1970,PRIVATE,164,5,71,50
2020,1960,PRIVATE,73,5,72,60
2020,1960,PRIVATE,130,5,69,60
2020,1954,PRIVATE,28,5,69,66
2020,1958,PRIVATE,86,5,75,62
2020,1960,PRIVATE,47,4,76,60
2020,1964,PRIVATE,80,5,66,56
2020,1970,PRIVATE,113,4,72,50
2020,1960,PRIVATE,40,5,76,60
2020,1966,PRIVATE,70,5,68,54
2020,1950,PRIVATE,40,5,83,70
2020,1972,TCHC,421,4,71,48
2020,1972,TCHC,231,3,76,48
2020,1972,TCHC,217,3,77,48
2020,1925,PRIVATE,15,4,77,95
2020,1959,PRIVATE,61,5,73,61
2020,1956,PRIVATE,11,5,76,64
2020,1960,PRIVATE,40,5,76,60
2020,1938,PRIVATE,24,5,80,82
2020,1926,PRIVATE,52,5,72,94
2020,1960,PRIVATE,40,5,69,60
2020,1970,PRIVATE,121,5,69,50
2020,1972,PRIVATE,258,3,66,48
2020,1961,PRIVATE,58,4,76,59
2020,1965,TCHC,161,4,73,55
2020,1965,TCHC,103,3,61,55
2020,1959,PRIVATE,61,5,76,61
2020,1925,PRIVATE,24,5,79,95
2020,1954,PRIVATE,60,5,81,66
2020,1934,PRIVATE,15,4,73,86
2020,1959,PRIVATE,37,5,76,61
2020,1950,PRIVATE,25,5,79,70
2020,1959,PRIVATE,21,5,79,61
2020,1925,PRIVATE,24,5,79,95
2020,1925,PRIVATE,24,5,77,95
2020,1960,PRIVATE,16,4,66,60
2020,1960,PRIVATE,39,5,81,60
2020,1949,PRIVATE,15,5,79,71
2020,1992,SOCIAL HOUSING,61,5,94,28
2020,1965,PRIVATE,27,5,70,55
2020,1965,PRIVATE,186,4,80,55
2020,1965,PRIVATE,49,5,80,55
2020,1952,PRIVATE,22,4,71,68
2020,1955,PRIVATE,42,5,76,65
2020,1968,PRIVATE,126,5,81,52
2020,1968,PRIVATE,108,5,82,52
2020,1971,PRIVATE,105,5,81,49
2020,1971,PRIVATE,128,5,77,49
2020,1955,PRIVATE,31,5,79,65
2020,1920,PRIVATE,10,5,69,100
2020,1920,PRIVATE,32,5,83,100
2020,1966,PRIVATE,284,5,70,54
2020,1960,PRIVATE,10,5,79,60
2020,1967,PRIVATE,85,5,84,53
2020,1970,PRIVATE,194,5,82,50
2020,1968,PRIVATE,218,3,59,52
2020,1993,SOCIAL HOUSING,248,5,80,27
2020,1954,PRIVATE,22,5,84,66
2020,1970,PRIVATE,20,5,74,50
2020,1932,PRIVATE,16,5,91,88
2020,1912,PRIVATE,38,3,67,108
2020,1959,PRIVATE,113,5,77,61
2020,1958,PRIVATE,26,5,77,62
2020,1958,PRIVATE,26,5,79,62
2020,1920,PRIVATE,32,5,81,100
2020,1974,PRIVATE,246,4,76,46
2020,1960,PRIVATE,60,5,86,60
2020,1937,PRIVATE,39,5,76,83
2020,1957,PRIVATE,12,5,71,63
2020,1950,PRIVATE,18,5,77,70
2020,1950,PRIVATE,31,5,83,70
2020,1967,PRIVATE,77,2,66,53
2020,1920,PRIVATE,21,5,78,100
2020,1960,PRIVATE,49,5,77,60
2020,1933,PRIVATE,24,5,71,87
2020,1900,PRIVATE,36,5,84,120
2020,1931,PRIVATE,41,5,73,89
2020,1931,PRIVATE,51,5,74,89
2020,1900,PRIVATE,36,5,85,120
2020,1917,PRIVATE,10,4,64,103
2020,2010,SOCIAL HOUSING,29,4,69,10
2020,1960,PRIVATE,148,5,81,60
2020,1969,PRIVATE,75,5,80,51
2020,1950,PRIVATE,50,5,91,70
2020,1957,PRIVATE,41,5,84,63
2020,1957,PRIVATE,41,5,80,63
2020,1955,PRIVATE,52,5,84,65
2020,1969,TCHC,192,2,67,51
2020,1929,PRIVATE,24,5,80,91
2020,1950,PRIVATE,32,5,66,70
2020,1955,PRIVATE,16,5,73,65
2020,1940,PRIVATE,11,3,73,80
2020,1943,PRIVATE,32,5,80,77
2020,1926,PRIVATE,36,5,79,94
2020,1961,PRIVATE,149,5,90,59
2020,1992,TCHC,160,5,92,28
2020,1965,PRIVATE,122,3,66,55
2020,1965,PRIVATE,86,5,62,55
2020,1960,PRIVATE,40,5,84,60
2020,1958,PRIVATE,87,5,58,62
2020,1900,PRIVATE,17,3,60,120
2020,1984,PRIVATE,11,5,76,36
2020,1954,PRIVATE,11,5,70,66
2020,1970,PRIVATE,206,4,88,50
2020,1966,TCHC,294,5,73,54
2020,1952,PRIVATE,48,5,79,68
2020,1962,PRIVATE,48,5,85,58
2020,1956,PRIVATE,52,5,91,64
2020,1975,PRIVATE,81,5,92,45
2020,1971,PRIVATE,71,5,78,49
2020,1960,PRIVATE,91,5,78,60
2020,1960,PRIVATE,90,5,76,60
2020,1938,PRIVATE,32,5,81,82
2020,1950,PRIVATE,16,5,78,70
2020,1970,PRIVATE,154,5,68,50
2020,1957,PRIVATE,11,5,71,63
2020,1975,PRIVATE,12,5,78,45
2020,1975,PRIVATE,108,5,78,45
2020,1975,PRIVATE,12,5,80,45
2020,1975,PRIVATE,12,5,75,45
2020,1975,PRIVATE,12,5,80,45
2020,1993,SOCIAL HOUSING,97,3,62,27
2020,1928,PRIVATE,68,5,79,92
2020,2009,SOCIAL HOUSING,32,5,65,11
2020,1962,PRIVATE,112,5,82,58
2020,1957,PRIVATE,68,5,86,63
2020,1955,PRIVATE,91,5,83,65
2020,1963,PRIVATE,124,5,77,57
2020,1973,PRIVATE,92,4,64,47
2020,1950,PRIVATE,11,5,83,70
2020,1970,PRIVATE,154,3,66,50
2020,1969,TCHC,301,5,69,51
2020,1959,PRIVATE,87,5,77,61
2020,1989,SOCIAL HOUSING,170,5,92,31
2020,1974,PRIVATE,416,5,86,46
2020,1971,PRIVATE,293,4,73,49
2020,1949,PRIVATE,21,5,77,71
2020,1949,PRIVATE,18,5,75,71
2020,1949,PRIVATE,40,5,77,71
2020,1957,PRIVATE,15,5,75,63
2020,1973,PRIVATE,285,4,84,47
2020,1983,TCHC,97,5,70,37
2020,1985,TCHC,145,5,73,35
2020,1966,PRIVATE,31,5,77,54
2020,1957,PRIVATE,17,5,76,63
2020,1950,PRIVATE,24,5,73,70
2020,1984,PRIVATE,364,4,82,36
2020,1980,PRIVATE,318,5,93,40
2020,1982,SOCIAL HOUSING,174,5,84,38
2020,1954,PRIVATE,11,5,76,66
2020,1954,PRIVATE,11,5,70,66
2020,1947,PRIVATE,25,5,74,73
2020,1955,PRIVATE,27,5,67,65
2020,1958,PRIVATE,26,5,79,62
2020,1950,PRIVATE,10,5,75,70
2020,1960,PRIVATE,10,5,76,60
2020,1972,PRIVATE,135,5,85,48
2020,1916,SOCIAL HOUSING,15,3,71,104
2020,1980,TCHC,155,5,71,40
2020,2016,PRIVATE,95,5,97,4
2020,1997,SOCIAL HOUSING,30,2,72,23
2020,1964,PRIVATE,133,5,77,56
2020,1960,PRIVATE,170,5,84,60
2020,1960,PRIVATE,170,5,83,60
2020,1968,PRIVATE,234,3,66,52
2020,1962,PRIVATE,17,5,79,58
2020,1994,SOCIAL HOUSING,61,5,65,26
2020,1974,PRIVATE,275,4,80,46
2020,1961,PRIVATE,47,5,86,59
2020,1976,TCHC,81,4,71,44
2020,1970,PRIVATE,85,5,81,50
2020,1969,PRIVATE,100,5,77,51
2020,1969,PRIVATE,177,4,62,51
2020,1958,PRIVATE,35,5,79,62
2020,1966,PRIVATE,48,5,82,54
2020,1966,PRIVATE,38,5,86,54
2020,1930,PRIVATE,24,4,73,90
2020,1958,PRIVATE,25,4,76,62
2020,1980,TCHC,260,5,72,40
2020,1969,PRIVATE,254,3,80,51
2020,1974,PRIVATE,310,5,76,46
2020,1929,PRIVATE,24,4,67,91
2020,1958,PRIVATE,33,4,78,62
2020,1965,PRIVATE,15,5,89,55
2020,1958,PRIVATE,15,5,81,62
2020,1965,PRIVATE,118,5,80,55
2020,1960,PRIVATE,110,5,86,60
2020,1959,PRIVATE,30,5,75,61
2020,1954,PRIVATE,30,4,76,66
2020,1965,PRIVATE,19,5,82,55
2020,1953,PRIVATE,23,5,80,67
2020,1965,PRIVATE,23,5,82,55
2020,1960,PRIVATE,48,5,72,60
2020,1966,PRIVATE,96,4,94,54
2020,1977,TCHC,300,5,82,43
2020,1972,PRIVATE,120,5,75,48
2020,1967,PRIVATE,149,4,81,53
2020,1967,PRIVATE,247,5,79,53
2020,1970,PRIVATE,202,5,79,50
2020,1971,PRIVATE,102,5,80,49
2020,1968,PRIVATE,335,4,77,52
2020,1960,PRIVATE,29,5,83,60
2020,1960,PRIVATE,29,5,83,60
2020,1958,PRIVATE,15,5,82,62
2020,1965,PRIVATE,152,5,83,55
2020,1959,PRIVATE,117,5,73,61
2020,1993,SOCIAL HOUSING,166,4,76,27
2020,1960,PRIVATE,29,5,84,60
2020,1960,PRIVATE,23,5,84,60
2020,1993,TCHC,178,5,80,27
2020,1960,PRIVATE,49,5,78,60
2020,1950,PRIVATE,12,5,86,70
2020,1959,PRIVATE,17,4,68,61
2020,1968,PRIVATE,10,5,75,52
2020,1967,PRIVATE,229,5,77,53
2020,1960,PRIVATE,59,5,83,60
2020,1962,PRIVATE,78,5,83,58
2020,1953,PRIVATE,62,5,78,67
2020,1967,PRIVATE,139,5,80,53
2020,1953,PRIVATE,52,4,68,67
2020,1978,TCHC,174,4,67,42
2020,1928,TCHC,27,5,84,92
2020,1940,PRIVATE,34,5,75,80
2020,2015,PRIVATE,95,5,98,5
2020,1965,PRIVATE,96,5,72,55
2020,1956,PRIVATE,66,5,70,64
2020,1982,SOCIAL HOUSING,90,5,79,38
2020,1961,PRIVATE,65,5,74,59
2020,1960,PRIVATE,46,5,77,60
2020,1960,PRIVATE,333,5,79,60
2020,1956,PRIVATE,96,5,86,64
2020,1935,PRIVATE,19,3,68,85
2020,1960,PRIVATE,53,4,74,60
2020,1965,PRIVATE,258,5,76,55
2020,1994,TCHC,55,5,76,26
2020,1967,PRIVATE,204,5,91,53
2020,1973,PRIVATE,68,3,63,47
2020,1968,PRIVATE,60,5,78,52
2020,1971,PRIVATE,172,5,93,49
2020,1965,PRIVATE,101,3,71,55
2020,1962,PRIVATE,116,4,77,58
2020,1960,PRIVATE,61,5,79,60
2020,1960,PRIVATE,62,4,86,60
2020,1944,PRIVATE,34,5,79,76
2020,1927,PRIVATE,34,4,73,93
2020,1940,PRIVATE,45,5,80,80
2020,1922,PRIVATE,42,3,63,98
2020,1983,TCHC,64,3,78,37
2020,1950,PRIVATE,11,4,76,70
2020,1957,PRIVATE,30,5,74,63
2020,1967,PRIVATE,36,5,83,53
2020,1978,TCHC,186,5,77,42
2020,1992,SOCIAL HOUSING,16,5,84,28
2020,1972,TCHC,236,3,53,48
2020,1950,PRIVATE,24,5,79,70
2020,1954,PRIVATE,23,5,75,66
2020,1954,PRIVATE,12,5,84,66
2020,1974,PRIVATE,131,4,85,46
2020,1962,PRIVATE,57,5,73,58
2020,1970,PRIVATE,112,4,78,50
2020,1954,PRIVATE,39,5,76,66
2020,1963,PRIVATE,74,5,82,57
2020,1984,SOCIAL HOUSING,128,4,76,36
2020,1959,PRIVATE,54,4,70,61
2020,1930,PRIVATE,34,5,79,90
2020,1955,PRIVATE,23,5,77,65
2020,1985,TCHC,20,5,75,35
2020,2015,TCHC,83,5,94,5
2020,2013,TCHC,155,5,93,7
2020,1948,TCHC,48,5,65,72
2020,1950,PRIVATE,30,5,73,70
2020,1969,PRIVATE,181,5,72,51
2020,1963,PRIVATE,90,5,85,57
2020,1963,PRIVATE,91,5,85,57
2020,1965,PRIVATE,30,5,61,55
2020,1961,PRIVATE,110,5,79,59
2020,2001,PRIVATE,44,5,99,19
2020,1965,PRIVATE,23,5,75,55
2020,1967,PRIVATE,207,5,71,53
2020,1954,PRIVATE,21,5,76,66
2020,1896,PRIVATE,16,5,69,124
2020,1959,PRIVATE,87,5,89,61
2020,1965,PRIVATE,64,5,88,55
2020,1974,PRIVATE,31,5,75,46
2020,1963,PRIVATE,122,5,84,57
2020,1955,PRIVATE,67,5,68,65
2020,1930,SOCIAL HOUSING,19,5,68,90
2020,1958,PRIVATE,60,5,91,62
2020,1960,PRIVATE,179,5,66,60
2020,1967,PRIVATE,244,5,87,53
2020,1964,PRIVATE,150,5,76,56
2020,1924,PRIVATE,21,4,73,96
2020,1961,PRIVATE,111,5,78,59
2020,1967,PRIVATE,96,4,68,53
2020,1971,PRIVATE,328,5,69,49
2020,1958,PRIVATE,34,5,74,62
2020,1972,PRIVATE,92,5,68,48
2020,2017,PRIVATE,342,5,98,3
2020,1970,PRIVATE,38,5,79,50
2020,1959,TCHC,106,4,67,61
2020,1990,SOCIAL HOUSING,208,4,75,30
2020,1961,PRIVATE,71,5,81,59
2020,1969,PRIVATE,120,5,76,51
2020,1961,PRIVATE,59,5,64,59
2020,1961,PRIVATE,55,5,63,59
2020,1950,PRIVATE,12,5,91,70
2020,1962,PRIVATE,70,5,78,58
2020,1962,PRIVATE,117,4,87,58
2020,1968,PRIVATE,88,5,83,52
2020,1896,PRIVATE,12,5,71,124
2020,1968,TCHC,352,2,59,52
2020,1969,TCHC,40,3,64,51
2020,1969,PRIVATE,95,4,68,51
2020,1969,PRIVATE,138,5,71,51
2020,1970,PRIVATE,202,5,83,50
2020,1970,PRIVATE,221,5,88,50
2020,1963,PRIVATE,97,5,92,57
2020,1960,PRIVATE,30,4,77,60
2020,1959,PRIVATE,42,5,73,61
2020,1959,PRIVATE,42,5,74,61
2020,2017,PRIVATE,179,5,97,3
2020,1971,PRIVATE,132,5,73,49
2020,1950,PRIVATE,12,5,69,70
2020,1967,PRIVATE,57,5,71,53
2020,1955,PRIVATE,12,5,78,65
2020,1955,PRIVATE,12,5,78,65
2020,1954,PRIVATE,29,5,82,66
2020,1930,PRIVATE,27,5,74,90
2020,1930,PRIVATE,46,5,75,90
2020,1950,PRIVATE,20,5,69,70
2020,1963,PRIVATE,96,5,71,57
2020,1962,PRIVATE,90,5,77,58
2020,1958,PRIVATE,11,5,81,62
2020,1970,PRIVATE,176,4,76,50
2020,1900,PRIVATE,15,3,63,120
2020,1960,PRIVATE,25,5,79,60
2020,1951,PRIVATE,37,5,79,69
2020,1951,PRIVATE,37,5,78,69
2020,1951,PRIVATE,37,4,82,69
2020,1951,PRIVATE,47,5,85,69
2020,1951,PRIVATE,36,5,84,69
2020,1915,PRIVATE,40,4,71,105
2020,1954,PRIVATE,17,5,68,66
2020,1960,PRIVATE,11,5,53,60
2020,1950,PRIVATE,29,5,68,70
2020,1953,PRIVATE,30,5,75,67
2020,1953,PRIVATE,10,4,63,67
2020,1950,PRIVATE,10,4,68,70
2020,1950,PRIVATE,10,5,64,70
2020,1973,PRIVATE,10,5,76,47
2020,1967,PRIVATE,10,5,76,53
2020,1954,PRIVATE,31,5,65,66
2020,1970,PRIVATE,96,5,77,50
2020,1961,PRIVATE,33,5,69,59
2020,1965,PRIVATE,131,5,78,55
2020,1970,PRIVATE,78,5,74,50
2020,1971,PRIVATE,61,5,85,49
2020,1960,PRIVATE,85,5,77,60
2020,1999,PRIVATE,38,5,82,21
2020,1976,PRIVATE,457,5,82,44
2020,1959,PRIVATE,61,5,76,61
2020,1958,PRIVATE,21,4,63,62
2020,1982,SOCIAL HOUSING,130,5,86,38
2020,1967,PRIVATE,60,5,76,53
2020,1976,PRIVATE,638,5,82,44
2020,1953,PRIVATE,11,5,68,67
2020,1960,PRIVATE,45,5,75,60
2020,1955,PRIVATE,43,5,78,65
2020,1974,TCHC,165,4,78,46
2020,1971,TCHC,326,3,75,49
2020,1977,PRIVATE,428,5,93,43
2020,1950,PRIVATE,29,5,80,70
2020,1967,TCHC,76,5,77,53
2020,1954,PRIVATE,11,5,73,66
2020,1972,PRIVATE,263,5,68,48
2020,1973,PRIVATE,233,5,79,47
2020,1969,PRIVATE,143,3,68,51
2020,1969,PRIVATE,168,5,93,51
2020,1955,PRIVATE,108,4,75,65
2020,1962,PRIVATE,121,4,79,58
2020,1972,PRIVATE,262,5,66,48
2020,1972,PRIVATE,466,5,68,48
2020,1978,PRIVATE,228,5,79,42
2020,1960,PRIVATE,80,4,77,60
2020,1960,PRIVATE,45,5,77,60
2020,1964,PRIVATE,251,4,80,56
2020,1964,PRIVATE,108,5,79,56
2020,1974,PRIVATE,204,5,78,46
2020,1976,PRIVATE,416,5,72,44
2020,1967,PRIVATE,329,5,76,53
2020,1965,PRIVATE,132,5,70,55
2020,1949,PRIVATE,11,5,81,71
2020,1951,PRIVATE,11,5,80,69
2020,1953,PRIVATE,11,5,74,67
2020,1955,PRIVATE,11,5,78,65
2020,1955,PRIVATE,11,5,76,65
2020,1949,PRIVATE,11,5,88,71
2020,1970,TCHC,224,4,78,50
2020,1955,PRIVATE,39,5,76,65
2020,1960,PRIVATE,259,5,79,60
2020,1958,PRIVATE,23,5,80,62
2020,1970,PRIVATE,53,4,66,50
2020,1966,PRIVATE,44,5,75,54
2020,1970,PRIVATE,370,5,77,50
2020,1960,PRIVATE,40,5,84,60
2020,1973,PRIVATE,12,5,65,47
2020,1958,PRIVATE,10,4,76,62
2020,1995,TCHC,132,5,84,25
2020,1970,PRIVATE,137,5,67,50
2020,1971,PRIVATE,32,5,63,49
2020,1972,TCHC,153,4,83,48
2020,1973,PRIVATE,214,5,74,47
2020,1964,PRIVATE,117,5,77,56
2020,1979,TCHC,128,5,88,41
2020,1962,TCHC,255,5,85,58
2020,1973,TCHC,275,5,78,47
2020,1950,PRIVATE,11,5,76,70
2020,1918,TCHC,13,5,79,102
2020,1980,TCHC,137,5,79,40
2020,1959,PRIVATE,12,5,87,61
2020,1960,PRIVATE,17,5,85,60
2020,1965,TCHC,221,5,70,55
2020,1965,TCHC,194,5,69,55
2020,1960,PRIVATE,12,5,70,60
2020,1954,PRIVATE,11,5,63,66
2020,1945,PRIVATE,10,5,65,75
2020,1954,PRIVATE,11,5,66,66
2020,1962,TCHC,31,4,86,58
2020,1953,PRIVATE,11,4,78,67
2020,1967,TCHC,135,5,71,53
2020,1960,PRIVATE,12,5,69,60
2020,1960,PRIVATE,10,5,76,60
2020,1958,PRIVATE,10,5,85,62
2020,1966,PRIVATE,108,5,78,54
2020,1967,PRIVATE,214,4,69,53
2020,1963,PRIVATE,76,5,80,57
2020,1960,PRIVATE,87,5,81,60
2020,1955,TCHC,13,5,76,65
2020,1955,TCHC,20,5,78,65
2020,1994,SOCIAL HOUSING,100,5,76,26
2020,1965,PRIVATE,92,5,80,55
2020,1967,PRIVATE,163,4,72,53
2020,1970,TCHC,164,5,64,50
2020,1971,TCHC,188,4,72,49
2020,1960,PRIVATE,183,4,73,60
2020,1965,TCHC,58,5,80,55
2020,1960,PRIVATE,12,5,69,60
2020,1971,PRIVATE,88,5,89,49
2020,1967,PRIVATE,151,5,81,53
2020,1969,PRIVATE,167,5,76,51
2020,1972,TCHC,171,5,66,48
2020,1972,TCHC,201,5,65,48
2020,2017,PRIVATE,272,5,99,3
2020,1964,PRIVATE,174,5,86,56
